date,fips,state,county,score
11/29/2020,6067,CA,Sacramento County,70
11/28/2020,6067,CA,Sacramento County,67.33
11/27/2020,6067,CA,Sacramento County,67.33
11/26/2020,6067,CA,Sacramento County,67.33
11/25/2020,6067,CA,Sacramento County,63
11/24/2020,6067,CA,Sacramento County,67.33
11/23/2020,6067,CA,Sacramento County,67.33
11/22/2020,6067,CA,Sacramento County,70
12/21/2020,6069,CA,San Benito County,88.46
12/20/2020,6069,CA,San Benito County,88.46
12/19/2020,6069,CA,San Benito County,88.46
12/18/2020,6069,CA,San Benito County,78
12/17/2020,6069,CA,San Benito County,78
12/16/2020,6069,CA,San Benito County,78.5
12/15/2020,6069,CA,San Benito County,78
12/14/2020,6069,CA,San Benito County,78
12/13/2020,6069,CA,San Benito County,78
12/12/2020,6069,CA,San Benito County,78
12/11/2020,6069,CA,San Benito County,78
12/10/2020,6069,CA,San Benito County,78
12/9/2020,6069,CA,San Benito County,78.5
12/8/2020,6069,CA,San Benito County,78
12/7/2020,6069,CA,San Benito County,78
12/6/2020,6069,CA,San Benito County,80.67
12/5/2020,6069,CA,San Benito County,80.67
12/4/2020,6069,CA,San Benito County,67.33
12/3/2020,6069,CA,San Benito County,67.33
12/2/2020,6069,CA,San Benito County,63
12/1/2020,6069,CA,San Benito County,67.33
11/30/2020,6069,CA,San Benito County,67.33
11/29/2020,6069,CA,San Benito County,70
11/28/2020,6069,CA,San Benito County,67.33
11/27/2020,6069,CA,San Benito County,67.33
11/26/2020,6069,CA,San Benito County,67.33
11/25/2020,6069,CA,San Benito County,63
11/24/2020,6069,CA,San Benito County,67.33
11/23/2020,6069,CA,San Benito County,67.33
11/22/2020,6069,CA,San Benito County,72.67
12/21/2020,6071,CA,San Bernardino County,92.31
12/20/2020,6071,CA,San Bernardino County,92.31
12/19/2020,6071,CA,San Bernardino County,92.31
12/18/2020,6071,CA,San Bernardino County,81.33
12/17/2020,6071,CA,San Bernardino County,81.33
12/16/2020,6071,CA,San Bernardino County,83.5
12/15/2020,6071,CA,San Bernardino County,81.33
12/14/2020,6071,CA,San Bernardino County,81.33
12/13/2020,6071,CA,San Bernardino County,84
12/12/2020,6071,CA,San Bernardino County,81.33
12/11/2020,6071,CA,San Bernardino County,81.33
12/10/2020,6071,CA,San Bernardino County,81.33
12/9/2020,6071,CA,San Bernardino County,81
12/8/2020,6071,CA,San Bernardino County,81.33
12/7/2020,6071,CA,San Bernardino County,81.33
12/6/2020,6071,CA,San Bernardino County,84
12/5/2020,6071,CA,San Bernardino County,84
12/4/2020,6071,CA,San Bernardino County,81.33
12/3/2020,6071,CA,San Bernardino County,78
12/2/2020,6071,CA,San Bernardino County,78.5
12/1/2020,6071,CA,San Bernardino County,67.33
11/30/2020,6071,CA,San Bernardino County,78
11/29/2020,6071,CA,San Bernardino County,80.67
11/28/2020,6071,CA,San Bernardino County,78
11/27/2020,6071,CA,San Bernardino County,78
11/26/2020,6071,CA,San Bernardino County,78
11/25/2020,6071,CA,San Bernardino County,78.5
11/24/2020,6071,CA,San Bernardino County,78
11/23/2020,6071,CA,San Bernardino County,78
11/22/2020,6071,CA,San Bernardino County,80.67
12/21/2020,6073,CA,San Diego County,88.46
12/20/2020,6073,CA,San Diego County,77.78
12/19/2020,6073,CA,San Diego County,77.78
12/18/2020,6073,CA,San Diego County,71
12/17/2020,6073,CA,San Diego County,71
12/16/2020,6073,CA,San Diego County,71
12/15/2020,6073,CA,San Diego County,71
12/14/2020,6073,CA,San Diego County,71
12/13/2020,6073,CA,San Diego County,71
12/12/2020,6073,CA,San Diego County,71
12/11/2020,6073,CA,San Diego County,71
12/10/2020,6073,CA,San Diego County,71
12/9/2020,6073,CA,San Diego County,71
12/8/2020,6073,CA,San Diego County,71
12/7/2020,6073,CA,San Diego County,71
12/6/2020,6073,CA,San Diego County,71
12/5/2020,6073,CA,San Diego County,63
12/4/2020,6073,CA,San Diego County,63
12/3/2020,6073,CA,San Diego County,63
12/2/2020,6073,CA,San Diego County,63
12/1/2020,6073,CA,San Diego County,63
11/30/2020,6073,CA,San Diego County,63
11/29/2020,6073,CA,San Diego County,65
11/28/2020,6073,CA,San Diego County,58
11/27/2020,6073,CA,San Diego County,58
11/26/2020,6073,CA,San Diego County,58
11/25/2020,6073,CA,San Diego County,58
11/24/2020,6073,CA,San Diego County,58
11/23/2020,6073,CA,San Diego County,58
11/22/2020,6073,CA,San Diego County,60
12/21/2020,6075,CA,San Francisco County,76.15
12/20/2020,6075,CA,San Francisco County,76.15
12/19/2020,6075,CA,San Francisco County,76.15
12/18/2020,6075,CA,San Francisco County,67.33
12/17/2020,6075,CA,San Francisco County,67.33
12/16/2020,6075,CA,San Francisco County,58
12/15/2020,6075,CA,San Francisco County,67.33
12/14/2020,6075,CA,San Francisco County,67.33
12/13/2020,6075,CA,San Francisco County,67.33
12/12/2020,6075,CA,San Francisco County,67.33
12/11/2020,6075,CA,San Francisco County,67.33
12/10/2020,6075,CA,San Francisco County,67.33
12/9/2020,6075,CA,San Francisco County,55.5
12/8/2020,6075,CA,San Francisco County,67.33
12/7/2020,6075,CA,San Francisco County,56.67
12/6/2020,6075,CA,San Francisco County,56.67
12/5/2020,6075,CA,San Francisco County,56.67
12/4/2020,6075,CA,San Francisco County,56.67
12/3/2020,6075,CA,San Francisco County,56.67
12/2/2020,6075,CA,San Francisco County,47.5
12/1/2020,6075,CA,San Francisco County,56.67
11/30/2020,6075,CA,San Francisco County,56.67
11/29/2020,6075,CA,San Francisco County,56.67
11/28/2020,6075,CA,San Francisco County,56.67
11/27/2020,6075,CA,San Francisco County,56.67
11/26/2020,6075,CA,San Francisco County,56.67
11/25/2020,6075,CA,San Francisco County,47.5
11/24/2020,6075,CA,San Francisco County,56.67
11/23/2020,6075,CA,San Francisco County,56.67
11/22/2020,6075,CA,San Francisco County,56.67
12/21/2020,6077,CA,San Joaquin County,92.31
12/20/2020,6077,CA,San Joaquin County,92.31
12/19/2020,6077,CA,San Joaquin County,92.31
12/18/2020,6077,CA,San Joaquin County,81.33
12/17/2020,6077,CA,San Joaquin County,81.33
12/16/2020,6077,CA,San Joaquin County,73.5
12/15/2020,6077,CA,San Joaquin County,81.33
12/14/2020,6077,CA,San Joaquin County,60
12/13/2020,6077,CA,San Joaquin County,70.67
12/12/2020,6077,CA,San Joaquin County,70.67
12/11/2020,6077,CA,San Joaquin County,70.67
12/10/2020,6077,CA,San Joaquin County,70.67
12/9/2020,6077,CA,San Joaquin County,55.83
12/8/2020,6077,CA,San Joaquin County,70.67
12/7/2020,6077,CA,San Joaquin County,70.67
12/6/2020,6077,CA,San Joaquin County,73.33
12/5/2020,6077,CA,San Joaquin County,73.33
12/4/2020,6077,CA,San Joaquin County,70.67
12/3/2020,6077,CA,San Joaquin County,70.67
12/2/2020,6077,CA,San Joaquin County,57.5
12/1/2020,6077,CA,San Joaquin County,56.67
11/30/2020,6077,CA,San Joaquin County,56.67
11/29/2020,6077,CA,San Joaquin County,59.33
11/28/2020,6077,CA,San Joaquin County,59.33
11/27/2020,6077,CA,San Joaquin County,56.67
11/26/2020,6077,CA,San Joaquin County,56.67
11/25/2020,6077,CA,San Joaquin County,63
11/24/2020,6077,CA,San Joaquin County,56.67
11/23/2020,6077,CA,San Joaquin County,56.67
11/22/2020,6077,CA,San Joaquin County,62
12/21/2020,6079,CA,San Luis Obispo County,88.46
12/20/2020,6079,CA,San Luis Obispo County,88.46
12/19/2020,6079,CA,San Luis Obispo County,88.46
12/18/2020,6079,CA,San Luis Obispo County,78
12/17/2020,6079,CA,San Luis Obispo County,78
12/16/2020,6079,CA,San Luis Obispo County,71
12/15/2020,6079,CA,San Luis Obispo County,67.33
12/14/2020,6079,CA,San Luis Obispo County,67.33
12/13/2020,6079,CA,San Luis Obispo County,67.33
12/12/2020,6079,CA,San Luis Obispo County,67.33
12/11/2020,6079,CA,San Luis Obispo County,67.33
12/10/2020,6079,CA,San Luis Obispo County,67.33
12/9/2020,6079,CA,San Luis Obispo County,63
12/8/2020,6079,CA,San Luis Obispo County,67.33
12/7/2020,6079,CA,San Luis Obispo County,67.33
12/6/2020,6079,CA,San Luis Obispo County,59.33
12/5/2020,6079,CA,San Luis Obispo County,59.33
12/4/2020,6079,CA,San Luis Obispo County,56.67
12/3/2020,6079,CA,San Luis Obispo County,67.33
12/2/2020,6079,CA,San Luis Obispo County,50
12/1/2020,6079,CA,San Luis Obispo County,56.67
11/30/2020,6079,CA,San Luis Obispo County,67.33
11/29/2020,6079,CA,San Luis Obispo County,70
11/28/2020,6079,CA,San Luis Obispo County,70
11/27/2020,6079,CA,San Luis Obispo County,67.33
11/26/2020,6079,CA,San Luis Obispo County,56.67
11/25/2020,6079,CA,San Luis Obispo County,58
11/24/2020,6079,CA,San Luis Obispo County,67.33
11/23/2020,6079,CA,San Luis Obispo County,67.33
11/22/2020,6079,CA,San Luis Obispo County,70
12/21/2020,6081,CA,San Mateo County,76.15
12/20/2020,6081,CA,San Mateo County,88.46
12/19/2020,6081,CA,San Mateo County,88.46
12/18/2020,6081,CA,San Mateo County,78
12/17/2020,6081,CA,San Mateo County,78
12/16/2020,6081,CA,San Mateo County,58
12/15/2020,6081,CA,San Mateo County,67.33
12/14/2020,6081,CA,San Mateo County,67.33
12/13/2020,6081,CA,San Mateo County,67.33
12/12/2020,6081,CA,San Mateo County,67.33
12/11/2020,6081,CA,San Mateo County,67.33
12/10/2020,6081,CA,San Mateo County,67.33
12/9/2020,6081,CA,San Mateo County,58
12/8/2020,6081,CA,San Mateo County,67.33
12/7/2020,6081,CA,San Mateo County,67.33
12/6/2020,6081,CA,San Mateo County,67.33
12/5/2020,6081,CA,San Mateo County,60
12/4/2020,6081,CA,San Mateo County,70.67
12/3/2020,6081,CA,San Mateo County,60
12/2/2020,6081,CA,San Mateo County,52.5
12/1/2020,6081,CA,San Mateo County,60
11/30/2020,6081,CA,San Mateo County,56.67
11/29/2020,6081,CA,San Mateo County,56.67
11/28/2020,6081,CA,San Mateo County,56.67
11/27/2020,6081,CA,San Mateo County,56.67
11/26/2020,6081,CA,San Mateo County,56.67
11/25/2020,6081,CA,San Mateo County,47.5
11/24/2020,6081,CA,San Mateo County,56.67
11/23/2020,6081,CA,San Mateo County,56.67
11/22/2020,6081,CA,San Mateo County,56.67
12/21/2020,6083,CA,Santa Barbara County,76.15
12/20/2020,6083,CA,Santa Barbara County,76.15
12/19/2020,6083,CA,Santa Barbara County,76.15
12/18/2020,6083,CA,Santa Barbara County,67.33
12/17/2020,6083,CA,Santa Barbara County,67.33
12/16/2020,6083,CA,Santa Barbara County,63
12/15/2020,6083,CA,Santa Barbara County,67.33
12/14/2020,6083,CA,Santa Barbara County,67.33
12/13/2020,6083,CA,Santa Barbara County,70
12/12/2020,6083,CA,Santa Barbara County,67.33
12/11/2020,6083,CA,Santa Barbara County,67.33
12/10/2020,6083,CA,Santa Barbara County,67.33
12/9/2020,6083,CA,Santa Barbara County,58
12/8/2020,6083,CA,Santa Barbara County,67.33
12/7/2020,6083,CA,Santa Barbara County,56.67
12/6/2020,6083,CA,Santa Barbara County,59.33
12/5/2020,6083,CA,Santa Barbara County,59.33
12/4/2020,6083,CA,Santa Barbara County,56.67
12/3/2020,6083,CA,Santa Barbara County,56.67
12/2/2020,6083,CA,Santa Barbara County,50
12/1/2020,6083,CA,Santa Barbara County,56.67
11/30/2020,6083,CA,Santa Barbara County,56.67
11/29/2020,6083,CA,Santa Barbara County,59.33
11/28/2020,6083,CA,Santa Barbara County,59.33
11/27/2020,6083,CA,Santa Barbara County,56.67
11/26/2020,6083,CA,Santa Barbara County,56.67
11/25/2020,6083,CA,Santa Barbara County,50
11/24/2020,6083,CA,Santa Barbara County,56.67
11/23/2020,6083,CA,Santa Barbara County,56.67
11/22/2020,6083,CA,Santa Barbara County,59.33
12/21/2020,6085,CA,Santa Clara County,88.46
12/20/2020,6085,CA,Santa Clara County,88.46
12/19/2020,6085,CA,Santa Clara County,88.46
12/18/2020,6085,CA,Santa Clara County,78
12/17/2020,6085,CA,Santa Clara County,78
12/16/2020,6085,CA,Santa Clara County,71
12/15/2020,6085,CA,Santa Clara County,78
12/14/2020,6085,CA,Santa Clara County,78
12/13/2020,6085,CA,Santa Clara County,78
12/12/2020,6085,CA,Santa Clara County,78
12/11/2020,6085,CA,Santa Clara County,78
12/10/2020,6085,CA,Santa Clara County,78
12/9/2020,6085,CA,Santa Clara County,66
12/8/2020,6085,CA,Santa Clara County,67.33
12/7/2020,6085,CA,Santa Clara County,67.33
12/6/2020,6085,CA,Santa Clara County,67.33
12/5/2020,6085,CA,Santa Clara County,70.67
12/4/2020,6085,CA,Santa Clara County,70.67
12/3/2020,6085,CA,Santa Clara County,70.67
12/2/2020,6085,CA,Santa Clara County,60.5
12/1/2020,6085,CA,Santa Clara County,70.67
11/30/2020,6085,CA,Santa Clara County,70.67
11/29/2020,6085,CA,Santa Clara County,70.67
11/28/2020,6085,CA,Santa Clara County,60
11/27/2020,6085,CA,Santa Clara County,60
11/26/2020,6085,CA,Santa Clara County,60
11/25/2020,6085,CA,Santa Clara County,47.5
11/24/2020,6085,CA,Santa Clara County,56.67
11/23/2020,6085,CA,Santa Clara County,56.67
11/22/2020,6085,CA,Santa Clara County,56.67
12/21/2020,6087,CA,Santa Cruz County,88.46
12/20/2020,6087,CA,Santa Cruz County,88.46
12/19/2020,6087,CA,Santa Cruz County,88.46
12/18/2020,6087,CA,Santa Cruz County,78
12/17/2020,6087,CA,Santa Cruz County,78
12/16/2020,6087,CA,Santa Cruz County,71
12/15/2020,6087,CA,Santa Cruz County,78
12/14/2020,6087,CA,Santa Cruz County,67.33
12/13/2020,6087,CA,Santa Cruz County,67.33
12/12/2020,6087,CA,Santa Cruz County,67.33
12/11/2020,6087,CA,Santa Cruz County,67.33
12/10/2020,6087,CA,Santa Cruz County,67.33
12/9/2020,6087,CA,Santa Cruz County,58
12/8/2020,6087,CA,Santa Cruz County,67.33
12/7/2020,6087,CA,Santa Cruz County,67.33
12/6/2020,6087,CA,Santa Cruz County,67.33
12/5/2020,6087,CA,Santa Cruz County,67.33
12/4/2020,6087,CA,Santa Cruz County,67.33
12/3/2020,6087,CA,Santa Cruz County,67.33
12/2/2020,6087,CA,Santa Cruz County,58
12/1/2020,6087,CA,Santa Cruz County,67.33
11/30/2020,6087,CA,Santa Cruz County,67.33
11/29/2020,6087,CA,Santa Cruz County,70
11/28/2020,6087,CA,Santa Cruz County,67.33
11/27/2020,6087,CA,Santa Cruz County,56.67
11/26/2020,6087,CA,Santa Cruz County,67.33
11/25/2020,6087,CA,Santa Cruz County,58
11/24/2020,6087,CA,Santa Cruz County,67.33
11/23/2020,6087,CA,Santa Cruz County,56.67
11/22/2020,6087,CA,Santa Cruz County,70
12/21/2020,6089,CA,Shasta County,55
12/20/2020,6089,CA,Shasta County,55
12/19/2020,6089,CA,Shasta County,55
12/18/2020,6089,CA,Shasta County,49
12/17/2020,6089,CA,Shasta County,62.33
12/16/2020,6089,CA,Shasta County,60.5
12/15/2020,6089,CA,Shasta County,64
12/14/2020,6089,CA,Shasta County,22.86
12/13/2020,6089,CA,Shasta County,65.67
12/12/2020,6089,CA,Shasta County,65.67
12/11/2020,6089,CA,Shasta County,63
12/10/2020,6089,CA,Shasta County,67.33
12/9/2020,6089,CA,Shasta County,63
12/8/2020,6089,CA,Shasta County,67.33
12/7/2020,6089,CA,Shasta County,67.33
12/6/2020,6089,CA,Shasta County,83.33
12/5/2020,6089,CA,Shasta County,83.33
12/4/2020,6089,CA,Shasta County,80.67
12/3/2020,6089,CA,Shasta County,80.67
12/2/2020,6089,CA,Shasta County,65
12/1/2020,6089,CA,Shasta County,80.67
11/30/2020,6089,CA,Shasta County,80.67
11/29/2020,6089,CA,Shasta County,83.33
11/28/2020,6089,CA,Shasta County,80.67
11/27/2020,6089,CA,Shasta County,78
11/26/2020,6089,CA,Shasta County,78
11/25/2020,6089,CA,Shasta County,73
11/24/2020,6089,CA,Shasta County,80.67
11/23/2020,6089,CA,Shasta County,80.67
11/22/2020,6089,CA,Shasta County,83.33
12/21/2020,6091,CA,Sierra County,#DIV/0!
12/20/2020,6091,CA,Sierra County,40
12/19/2020,6091,CA,Sierra County,60
12/18/2020,6091,CA,Sierra County,60
12/17/2020,6091,CA,Sierra County,60
12/16/2020,6091,CA,Sierra County,60
12/15/2020,6091,CA,Sierra County,60
12/14/2020,6091,CA,Sierra County,60
12/13/2020,6091,CA,Sierra County,60
12/12/2020,6091,CA,Sierra County,40
12/11/2020,6091,CA,Sierra County,40
12/10/2020,6091,CA,Sierra County,40
12/9/2020,6091,CA,Sierra County,40
12/8/2020,6091,CA,Sierra County,40
12/7/2020,6091,CA,Sierra County,40
12/6/2020,6091,CA,Sierra County,40
12/5/2020,6091,CA,Sierra County,40
12/4/2020,6091,CA,Sierra County,40
12/3/2020,6091,CA,Sierra County,40
12/2/2020,6091,CA,Sierra County,40
12/1/2020,6091,CA,Sierra County,40
11/30/2020,6091,CA,Sierra County,60
11/29/2020,6091,CA,Sierra County,60
11/28/2020,6091,CA,Sierra County,60
11/27/2020,6091,CA,Sierra County,60
11/26/2020,6091,CA,Sierra County,60
11/25/2020,6091,CA,Sierra County,60
11/24/2020,6091,CA,Sierra County,60
11/23/2020,6091,CA,Sierra County,40
11/22/2020,6091,CA,Sierra County,40
12/21/2020,6093,CA,Siskiyou County,58.85
12/20/2020,6093,CA,Siskiyou County,58.85
12/19/2020,6093,CA,Siskiyou County,58.85
12/18/2020,6093,CA,Siskiyou County,55
12/17/2020,6093,CA,Siskiyou County,52.33
12/16/2020,6093,CA,Siskiyou County,52.33
12/15/2020,6093,CA,Siskiyou County,55
12/14/2020,6093,CA,Siskiyou County,55
12/13/2020,6093,CA,Siskiyou County,58.85
12/12/2020,6093,CA,Siskiyou County,57.67
12/11/2020,6093,CA,Siskiyou County,52.33
12/10/2020,6093,CA,Siskiyou County,55
12/9/2020,6093,CA,Siskiyou County,55
12/8/2020,6093,CA,Siskiyou County,55
12/7/2020,6093,CA,Siskiyou County,55
12/6/2020,6093,CA,Siskiyou County,71.15
12/5/2020,6093,CA,Siskiyou County,70
12/4/2020,6093,CA,Siskiyou County,67.33
12/3/2020,6093,CA,Siskiyou County,56.67
12/2/2020,6093,CA,Siskiyou County,56.67
12/1/2020,6093,CA,Siskiyou County,67.33
11/30/2020,6093,CA,Siskiyou County,67.33
11/29/2020,6093,CA,Siskiyou County,60.77
11/28/2020,6093,CA,Siskiyou County,59.33
11/27/2020,6093,CA,Siskiyou County,67.33
11/26/2020,6093,CA,Siskiyou County,78
11/25/2020,6093,CA,Siskiyou County,80.67
11/24/2020,6093,CA,Siskiyou County,80.67
11/23/2020,6093,CA,Siskiyou County,80.67
11/22/2020,6093,CA,Siskiyou County,76.15
12/21/2020,6095,CA,Solano County,92.31
12/20/2020,6095,CA,Solano County,92.31
12/19/2020,6095,CA,Solano County,92.31
12/18/2020,6095,CA,Solano County,81.33
12/17/2020,6095,CA,Solano County,81.33
12/16/2020,6095,CA,Solano County,73.5
12/15/2020,6095,CA,Solano County,81.33
12/14/2020,6095,CA,Solano County,81.33
12/13/2020,6095,CA,Solano County,70.67
12/12/2020,6095,CA,Solano County,70.67
12/11/2020,6095,CA,Solano County,70.67
12/10/2020,6095,CA,Solano County,67.33
12/9/2020,6095,CA,Solano County,58
12/8/2020,6095,CA,Solano County,67.33
12/7/2020,6095,CA,Solano County,67.33
12/6/2020,6095,CA,Solano County,70
12/5/2020,6095,CA,Solano County,70
12/4/2020,6095,CA,Solano County,67.33
12/3/2020,6095,CA,Solano County,67.33
12/2/2020,6095,CA,Solano County,58
12/1/2020,6095,CA,Solano County,67.33
11/30/2020,6095,CA,Solano County,67.33
11/29/2020,6095,CA,Solano County,70
11/28/2020,6095,CA,Solano County,56.67
11/27/2020,6095,CA,Solano County,56.67
11/26/2020,6095,CA,Solano County,56.67
11/25/2020,6095,CA,Solano County,58
11/24/2020,6095,CA,Solano County,67.33
11/23/2020,6095,CA,Solano County,67.33
11/22/2020,6095,CA,Solano County,59.33
12/21/2020,6097,CA,Sonoma County,88.46
12/20/2020,6097,CA,Sonoma County,88.46
12/19/2020,6097,CA,Sonoma County,88.46
12/18/2020,6097,CA,Sonoma County,78
12/17/2020,6097,CA,Sonoma County,78
12/16/2020,6097,CA,Sonoma County,71
12/15/2020,6097,CA,Sonoma County,67.33
12/14/2020,6097,CA,Sonoma County,67.33
12/13/2020,6097,CA,Sonoma County,67.33
12/12/2020,6097,CA,Sonoma County,67.33
12/11/2020,6097,CA,Sonoma County,67.33
12/10/2020,6097,CA,Sonoma County,67.33
12/9/2020,6097,CA,Sonoma County,63
12/8/2020,6097,CA,Sonoma County,67.33
12/7/2020,6097,CA,Sonoma County,67.33
12/6/2020,6097,CA,Sonoma County,70
12/5/2020,6097,CA,Sonoma County,67.33
12/4/2020,6097,CA,Sonoma County,67.33
12/3/2020,6097,CA,Sonoma County,67.33
12/2/2020,6097,CA,Sonoma County,58
12/1/2020,6097,CA,Sonoma County,67.33
11/30/2020,6097,CA,Sonoma County,56.67
11/29/2020,6097,CA,Sonoma County,59.33
11/28/2020,6097,CA,Sonoma County,56.67
11/27/2020,6097,CA,Sonoma County,56.67
11/26/2020,6097,CA,Sonoma County,56.67
11/25/2020,6097,CA,Sonoma County,50
11/24/2020,6097,CA,Sonoma County,56.67
11/23/2020,6097,CA,Sonoma County,56.67
11/22/2020,6097,CA,Sonoma County,59.33
12/21/2020,6099,CA,Stanislaus County,88.46
12/20/2020,6099,CA,Stanislaus County,88.46
12/19/2020,6099,CA,Stanislaus County,88.46
12/18/2020,6099,CA,Stanislaus County,78
12/17/2020,6099,CA,Stanislaus County,78
12/16/2020,6099,CA,Stanislaus County,78.5
12/15/2020,6099,CA,Stanislaus County,78
12/14/2020,6099,CA,Stanislaus County,78
12/13/2020,6099,CA,Stanislaus County,80.67
12/12/2020,6099,CA,Stanislaus County,78
12/11/2020,6099,CA,Stanislaus County,78
12/10/2020,6099,CA,Stanislaus County,78
12/9/2020,6099,CA,Stanislaus County,78.5
12/8/2020,6099,CA,Stanislaus County,78
12/7/2020,6099,CA,Stanislaus County,78
12/6/2020,6099,CA,Stanislaus County,83.33
12/5/2020,6099,CA,Stanislaus County,80.67
12/4/2020,6099,CA,Stanislaus County,78
12/3/2020,6099,CA,Stanislaus County,78
12/2/2020,6099,CA,Stanislaus County,63
12/1/2020,6099,CA,Stanislaus County,67.33
11/30/2020,6099,CA,Stanislaus County,67.33
11/29/2020,6099,CA,Stanislaus County,70
11/28/2020,6099,CA,Stanislaus County,70
11/27/2020,6099,CA,Stanislaus County,67.33
11/26/2020,6099,CA,Stanislaus County,67.33
11/25/2020,6099,CA,Stanislaus County,65
11/24/2020,6099,CA,Stanislaus County,67.33
11/23/2020,6099,CA,Stanislaus County,70
11/22/2020,6099,CA,Stanislaus County,72.67
12/21/2020,6101,CA,Sutter County,88.46
12/20/2020,6101,CA,Sutter County,88.46
12/19/2020,6101,CA,Sutter County,88.46
12/18/2020,6101,CA,Sutter County,78
12/17/2020,6101,CA,Sutter County,78
12/16/2020,6101,CA,Sutter County,83.5
12/15/2020,6101,CA,Sutter County,78
12/14/2020,6101,CA,Sutter County,78
12/13/2020,6101,CA,Sutter County,80.67
12/12/2020,6101,CA,Sutter County,80.67
12/11/2020,6101,CA,Sutter County,78
12/10/2020,6101,CA,Sutter County,78
12/9/2020,6101,CA,Sutter County,83.5
12/8/2020,6101,CA,Sutter County,78
12/7/2020,6101,CA,Sutter County,78
12/6/2020,6101,CA,Sutter County,83.33
12/5/2020,6101,CA,Sutter County,80.67
12/4/2020,6101,CA,Sutter County,78
12/3/2020,6101,CA,Sutter County,78
12/2/2020,6101,CA,Sutter County,83.5
12/1/2020,6101,CA,Sutter County,78
11/30/2020,6101,CA,Sutter County,80.67
11/29/2020,6101,CA,Sutter County,80.67
11/28/2020,6101,CA,Sutter County,80.67
11/27/2020,6101,CA,Sutter County,78
11/26/2020,6101,CA,Sutter County,81.33
11/25/2020,6101,CA,Sutter County,83.5
11/24/2020,6101,CA,Sutter County,84
11/23/2020,6101,CA,Sutter County,81.33
11/22/2020,6101,CA,Sutter County,76
12/21/2020,6103,CA,Tehama County,73.08
12/20/2020,6103,CA,Tehama County,73.08
12/19/2020,6103,CA,Tehama County,73.08
12/18/2020,6103,CA,Tehama County,64.67
12/17/2020,6103,CA,Tehama County,67.33
12/16/2020,6103,CA,Tehama County,78.5
12/15/2020,6103,CA,Tehama County,80.67
12/14/2020,6103,CA,Tehama County,80.67
12/13/2020,6103,CA,Tehama County,80.67
12/12/2020,6103,CA,Tehama County,83.33
12/11/2020,6103,CA,Tehama County,78
12/10/2020,6103,CA,Tehama County,80.67
12/9/2020,6103,CA,Tehama County,80.5
12/8/2020,6103,CA,Tehama County,80.67
12/7/2020,6103,CA,Tehama County,80.67
12/6/2020,6103,CA,Tehama County,83.33
12/5/2020,6103,CA,Tehama County,72.67
12/4/2020,6103,CA,Tehama County,67.33
12/3/2020,6103,CA,Tehama County,70
12/2/2020,6103,CA,Tehama County,72.5
12/1/2020,6103,CA,Tehama County,70
11/30/2020,6103,CA,Tehama County,80.67
11/29/2020,6103,CA,Tehama County,83.33
11/28/2020,6103,CA,Tehama County,83.33
11/27/2020,6103,CA,Tehama County,78
11/26/2020,6103,CA,Tehama County,78
11/25/2020,6103,CA,Tehama County,80.5
11/24/2020,6103,CA,Tehama County,80.67
11/23/2020,6103,CA,Tehama County,80.67
11/22/2020,6103,CA,Tehama County,83.33
12/21/2020,6105,CA,Trinity County,42.69
12/20/2020,6105,CA,Trinity County,42.69
12/19/2020,6105,CA,Trinity County,42.69
12/18/2020,6105,CA,Trinity County,42.69
12/17/2020,6105,CA,Trinity County,42.69
12/16/2020,6105,CA,Trinity County,42.69
12/15/2020,6105,CA,Trinity County,42.69
12/14/2020,6105,CA,Trinity County,55
12/13/2020,6105,CA,Trinity County,55
12/12/2020,6105,CA,Trinity County,55
12/11/2020,6105,CA,Trinity County,55
12/10/2020,6105,CA,Trinity County,55
12/9/2020,6105,CA,Trinity County,55
12/8/2020,6105,CA,Trinity County,56.92
12/7/2020,6105,CA,Trinity County,56.92
12/6/2020,6105,CA,Trinity County,44.62
12/5/2020,6105,CA,Trinity County,44.62
12/4/2020,6105,CA,Trinity County,56.92
12/3/2020,6105,CA,Trinity County,56.92
12/2/2020,6105,CA,Trinity County,56.92
12/1/2020,6105,CA,Trinity County,56.92
11/30/2020,6105,CA,Trinity County,71.15
11/29/2020,6105,CA,Trinity County,71.15
11/28/2020,6105,CA,Trinity County,71.15
11/27/2020,6105,CA,Trinity County,58.85
11/26/2020,6105,CA,Trinity County,58.85
11/25/2020,6105,CA,Trinity County,73.08
11/24/2020,6105,CA,Trinity County,73.08
11/23/2020,6105,CA,Trinity County,73.08
11/22/2020,6105,CA,Trinity County,88.46
12/21/2020,6107,CA,Tulare County,88.46
12/20/2020,6107,CA,Tulare County,88.46
12/19/2020,6107,CA,Tulare County,88.46
12/18/2020,6107,CA,Tulare County,78
12/17/2020,6107,CA,Tulare County,78
12/16/2020,6107,CA,Tulare County,78.5
12/15/2020,6107,CA,Tulare County,78
12/14/2020,6107,CA,Tulare County,78
12/13/2020,6107,CA,Tulare County,80.67
12/12/2020,6107,CA,Tulare County,80.67
12/11/2020,6107,CA,Tulare County,78
12/10/2020,6107,CA,Tulare County,78
12/9/2020,6107,CA,Tulare County,78.5
12/8/2020,6107,CA,Tulare County,78
12/7/2020,6107,CA,Tulare County,78
12/6/2020,6107,CA,Tulare County,83.33
12/5/2020,6107,CA,Tulare County,84
12/4/2020,6107,CA,Tulare County,81.33
12/3/2020,6107,CA,Tulare County,81.33
