date,fips,state,county,score
12/5/2020,12129,FL,Wakulla County,57.78
12/4/2020,12129,FL,Wakulla County,53
12/3/2020,12129,FL,Wakulla County,55
12/2/2020,12129,FL,Wakulla County,55
12/1/2020,12129,FL,Wakulla County,55
11/30/2020,12129,FL,Wakulla County,55
11/29/2020,12129,FL,Wakulla County,57.78
11/28/2020,12129,FL,Wakulla County,48.89
11/27/2020,12129,FL,Wakulla County,45
11/26/2020,12129,FL,Wakulla County,48
11/25/2020,12129,FL,Wakulla County,53
11/24/2020,12129,FL,Wakulla County,53
11/23/2020,12129,FL,Wakulla County,53
11/22/2020,12129,FL,Wakulla County,57.78
12/22/2020,12131,FL,Walton County,#DIV/0!
12/21/2020,12131,FL,Walton County,60.77
12/20/2020,12131,FL,Walton County,73.08
12/19/2020,12131,FL,Walton County,73.08
12/18/2020,12131,FL,Walton County,70
12/17/2020,12131,FL,Walton County,70
12/16/2020,12131,FL,Walton County,83.33
12/15/2020,12131,FL,Walton County,83.33
12/14/2020,12131,FL,Walton County,87.5
12/13/2020,12131,FL,Walton County,82.5
12/12/2020,12131,FL,Walton County,67
12/11/2020,12131,FL,Walton County,67
12/10/2020,12131,FL,Walton County,67
12/9/2020,12131,FL,Walton County,67
12/8/2020,12131,FL,Walton County,74.5
12/7/2020,12131,FL,Walton County,67
12/6/2020,12131,FL,Walton County,67
12/5/2020,12131,FL,Walton County,74.5
12/4/2020,12131,FL,Walton County,74.5
12/3/2020,12131,FL,Walton County,67
12/2/2020,12131,FL,Walton County,67
12/1/2020,12131,FL,Walton County,67
11/30/2020,12131,FL,Walton County,67
11/29/2020,12131,FL,Walton County,57
11/28/2020,12131,FL,Walton County,57
11/27/2020,12131,FL,Walton County,53
11/26/2020,12131,FL,Walton County,53
11/25/2020,12131,FL,Walton County,57
11/24/2020,12131,FL,Walton County,57
11/23/2020,12131,FL,Walton County,57
11/22/2020,12131,FL,Walton County,57
12/22/2020,12133,FL,Washington County,#DIV/0!
12/21/2020,12133,FL,Washington County,88.46
12/20/2020,12133,FL,Washington County,88.46
12/19/2020,12133,FL,Washington County,88.46
12/18/2020,12133,FL,Washington County,80.67
12/17/2020,12133,FL,Washington County,83.33
12/16/2020,12133,FL,Washington County,80.67
12/15/2020,12133,FL,Washington County,70
12/14/2020,12133,FL,Washington County,65
12/13/2020,12133,FL,Washington County,68.89
12/12/2020,12133,FL,Washington County,68.89
12/11/2020,12133,FL,Washington County,65
12/10/2020,12133,FL,Washington County,67
12/9/2020,12133,FL,Washington County,65
12/8/2020,12133,FL,Washington County,65
12/7/2020,12133,FL,Washington County,55
12/6/2020,12133,FL,Washington County,57.78
12/5/2020,12133,FL,Washington County,66.11
12/4/2020,12133,FL,Washington County,67
12/3/2020,12133,FL,Washington County,67
12/2/2020,12133,FL,Washington County,66.25
12/1/2020,12133,FL,Washington County,66.25
11/30/2020,12133,FL,Washington County,66.25
11/29/2020,12133,FL,Washington County,70.28
11/28/2020,12133,FL,Washington County,67.5
11/27/2020,12133,FL,Washington County,59.25
11/26/2020,12133,FL,Washington County,59.25
11/25/2020,12133,FL,Washington County,61.25
11/24/2020,12133,FL,Washington County,61.25
11/23/2020,12133,FL,Washington County,61.25
11/22/2020,12133,FL,Washington County,64.72
